SENTENCE	TOKEN	TAG
102	's	O
102	nothing	O
102	.	O
103	The	O
103	5500	O
103	is	O
103	effectively	O
103	a	O
103	`	O
103	receiver	O
103	'	O
103	in	O
103	that	O
103	it	O
103	has	O
103	multiple	O
103	inputs	O
103	and	O
103	full	O
103	Dolby	O
103	and	O
103	DTS	O
103	processing	O
103	-LRB-	O
103	just	O
103	no	O
103	radio	O
103	:	O
103	-	O
103	-RRB-	O
103	The	O
103	one	O
103	real	O
103	problem	O
103	I	O
103	've	O
103	had	O
103	was	O
103	something	O
103	that	O
103	I	O
103	did	O
103	n't	O
103	even	O
103	notice	O
103	until	O
103	months	O
103	after	O
103	I	O
103	'd	O
103	purchased	O
103	it	O
103	.	O
104	When	O
104	I	O
104	mute	O
104	the	O
104	optical	O
104	input	O
104	the	O
104	sub-woofer	O
104	IS	O
104	NOT	O
104	muted	O
104	?!	O
105	I	O
105	have	O
105	my	O
105	TV	O
105	's	O
105	tuner	O
105	connected	O
105	to	O
105	the	O
105	optical	O
105	and	O
105	my	O
105	HTPC	O
105	connected	O
105	to	O
105	the	O
105	coax	O
105	,	O
105	and	O
105	I	O
105	mostly	O
105	use	O
105	the	O
105	computer	O
105	to	O
105	watch	O
105	recordings	O
105	.	O
106	So	O
106	it	O
106	was	O
106	only	O
106	on	O
106	the	O
106	rare	O
106	occasion	O
106	that	O
106	I	O
106	was	O
106	watching	O
106	a	O
106	live	O
106	broadcast	O
106	\*	O
106	AND	O
106	\*	O
106	hit	O
106	mute	O
106	during	O
106	a	O
106	commercial	O
106	\*	O
106	AND	O
106	\*	O
106	that	O
106	the	O
106	commercial	O
106	had	O
106	a	O
106	5.1	O
106	soundtrack	O
106	-LRB-	O
106	with	O
106	sub-woofer	O
106	sounds	O
106	,	O
106	i.e.	O
106	,	O
106	the	O
106	''	O
106	.1	O
106	''	O
106	part	O
106	-RRB-	O
106	that	O
106	I	O
106	realized	O
106	there	O
106	was	O
106	something	O
106	wrong	O
106	.	O
107	I	O
107	would	O
107	be	O
107	interested	O
107	to	O
107	know	O
107	if	O
107	any	O
107	other	O
107	5500	O
107	owners	O
107	have	O
107	the	O
107	same	O
107	problem	O
107	as	O
107	Logitech	O
107	tech	O
107	support	O
107	said	O
107	it	O
107	was	O
107	an	O
107	unknown	O
107	problem	O
107	.	O
108	They	O
108	offered	O
108	to	O
108	replace	O
108	my	O
108	controller	O
108	but	O
108	--	O
108	important	O
108	to	O
108	note	O
108	--	O
108	they	O
108	were	O
108	unwilling	O
108	to	O
108	cross-ship	B-aspect
108	it	O
108	.	O
109	So	O
109	I	O
109	would	O
109	have	O
109	had	O
109	to	O
109	go	O
109	without	O
109	surround	O
109	sound	O
109	while	O
109	waiting\/trusting	O
109	them	O
109	to	O
109	send	O
109	me	O
109	a	O
109	replacement	O
109	asap	O
109	.	O
110	It	O
110	just	O
110	was	O
110	n't	O
110	worth	O
110	it	O
110	and	O
110	so	O
110	I	O
110	've	O
110	had	O
110	to	O
110	live	O
110	with	O
110	the	O
110	problem	O
110	-LRB-	O
110	infrequent	O
110	as	O
110	it	O
110	is	O
110	-RRB-	O
110	.	O
111	This	O
111	is	O
111	not	O
111	exactlly	O
111	what	O
111	I	O
111	expected	O
111	but	O
111	I	O
111	was	O
111	plesentlly	O
111	surprised	O
111	.	O
112	The	O
112	sound	B-aspect
112	quality	I-aspect
112	is	O
112	really	O
112	good	O
112	.	O
113	The	O
113	size	B-aspect
113	is	O
113	small	O
113	.	O
114	The	O
114	way	O
114	I	O
114	have	O
114	to	O
114	put	O
114	in	O
114	my	O
114	I-Pod	O
114	was	O
114	a	O
114	little	O
114	tricky	O
114	but	O
114	when	O
114	it	O
114	was	O
114	done	O
114	the	O
114	speakers	B-aspect
114	sound	O
114	really	O
114	good	O
114	.	O
115	Ive	O
115	only	O
115	had	O
115	it	O
115	a	O
115	few	O
115	days	O
115	so	O
115	I	O
115	cant	O
115	say	O
115	anymore	O
115	than	O
115	that	O
115	.	O
116	I	O
116	had	O
116	the	O
116	Klipsh	O
116	promedia	O
116	speakers	O
116	before	O
116	the	O
116	corsair	O
116	2500	O
116	also	O
116	and	O
116	I	O
116	can	O
116	tell	O
116	you	O
116	the	O
116	klipsh	O
116	does	O
116	not	O
116	compare	O
116	at	O
116	all	O
116	to	O
116	the	O
116	corsair	O
116	.	O
117	The	O
117	Klipsh	B-aspect
117	subwoofer	I-aspect
117	is	O
117	laughable	O
117	.	O
118	The	O
118	Satellites	B-aspect
118	are	O
118	good	O
118	but	O
118	the	O
118	corsair	B-aspect
118	is	O
118	more	O
118	responsive	O
118	and	O
118	clean	O
118	.	O
119	The	O
119	subwoofer	O
119	of	O
119	the	O
119	corsair	O
119	is	O
119	miles	O
119	ahead	O
119	of	O
119	the	O
119	Klipsh	O
119	.	O
120	You	O
120	pay	O
120	for	O
120	what	O
120	you	O
120	get	O
120	.	O
121	I	O
121	have	O
121	sb	O
121	titanium	O
121	fatility	O
121	pro	O
121	sound	O
121	card	O
121	.	O
122	DO	O
122	NOT	O
122	PURCHASE	O
122	...	O
122	this	O
122	item	O
122	will	O
122	not	O
122	hold	O
122	a	O
122	charge	O
122	and	O
122	spontaneously	O
122	deletes	O
122	the	O
122	downloads	O
122	...	O
122	spend	O
122	the	O
122	$	O
122	$	O
122	for	O
122	the	O
122	iPod	O
122	.	O
123	Also	O
123	,	O
123	Amamzon	O
123	will	O
123	not	O
123	refund	O
123	me	O
123	,	O
123	does	O
123	n't	O
123	have	O
123	a	O
123	phone	O
123	number	O
123	for	O
123	the	O
123	manufacturer	O
123	or	O
123	any	O
123	other	O
123	contact	O
123	info	O
123	for	O
123	Visul	O
123	Land	O
123	.	O
124	I	O
124	was	O
124	n't	O
124	quite	O
124	sure	O
124	what	O
124	to	O
124	make	O
124	of	O
124	this	O
124	speaker	O
124	when	O
124	it	O
124	arrived	O
124	.	O
125	I	O
125	have	O
125	no	O
125	experience	O
125	with	O
125	`	O
125	speaker	O
125	bars	O
125	'	O
125	as	O
125	my	O
125	home	O
125	theater	O
125	system	O
125	consists	O
125	of	O
125	traditional	O
125	front	O
125	speakers	O
125	,	O
125	center	O
125	channel	O
125	,	O
125	and	O
125	four	O
125	rear	O
125	speakers	O
125	.	O
126	The	O
126	speaker	B-aspect
126	arived	O
126	in	O
126	excellent	O
126	condition	B-aspect
126	.	O
127	The	O
127	styrofoam	O
127	inserts	O
127	kept	O
127	everything	O
127	secure	O
127	and	O
127	undamaged	O
127	.	O
128	Enclosed	O
128	were	O
128	the	O
128	instructions	O
128	,	O
128	a	O
128	wall	O
128	mounting	O
128	bracket	O
128	,	O
128	and	O
128	a	O
128	bracket	O
128	for	O
128	placing	O
128	the	O
128	speaker	O
128	on	O
128	a	O
128	shelf	O
128	.	O
129	My	O
129	inital	O
129	thought	O
129	was	O
129	``	O
129	damn	O
129	,	O
129	this	O
129	thing	O
129	is	O
129	a	O
129	beast	O
129	''	O
129	.	O
130	I	O
130	could	O
130	probably	O
130	battle	O
130	Orcs	O
130	in	O
130	the	O
130	front	O
130	yard	O
130	with	O
130	this	O
130	speaker	O
130	bar	O
130	.	O
131	The	O
131	build	O
131	quality	B-aspect
131	is	O
131	top	O
131	notch	O
131	.	O
132	Very	O
132	tight	O
132	joints	B-aspect
132	,	O
132	excellent	O
132	black	O
132	finish	B-aspect
132	,	O
132	and	O
132	precise	O
132	speaker	B-aspect
132	wire	I-aspect
132	hook-ups	I-aspect
132	.	O
133	I	O
133	chose	O
133	to	O
133	place	O
133	the	O
133	speaker	O
133	on	O
133	my	O
133	home	O
133	theater	O
133	stand	O
133	on	O
133	the	O
133	top	O
133	shelf	O
133	directly	O
133	in	O
133	front	O
133	of	O
133	the	O
133	TV	O
133	.	O
134	My	O
134	TV	O
134	is	O
134	a	O
134	46	O
134	''	O
134	Sony	O
134	Bravia	O
134	LCD	O
134	with	O
134	a	O
134	Sony	O
134	7.1	O
134	home	O
134	theater	O
134	system	O
134	.	O
135	To	O
135	test	O
135	the	O
135	speaker	O
135	bar	O
135	I	O
135	used	O
135	my	O
135	new	O
135	BluRay	O
135	disc	O
135	of	O
135	Transformers	O
135	2	O
135	.	O
136	Initially	O
136	the	O
136	sound	B-aspect
136	was	O
136	low	O
136	and	O
136	sounded	O
136	``	O
136	off	O
136	''	O
136	.	O
137	Then	O
137	I	O
137	remembered	O
137	to	O
137	recalibrate	O
137	the	O
137	Sony	O
137	audio	O
137	since	O
137	I	O
137	added	O
137	different	O
137	speakers	O
137	.	O
138	After	O
138	a	O
138	quick	O
138	calibration	O
138	I	O
138	fired	O
138	up	O
138	Transformers	O
138	2	O
138	.	O
139	My	O
139	initial	O
139	reaction	O
139	was	O
139	``	O
139	WOW	O
139	''	O
139	.	O
140	The	O
140	front	O
140	sound	O
140	comes	O
140	directly	O
140	from	O
140	the	O
140	front	O
140	of	O
140	the	O
140	TV	O
140	as	O
140	sound	O
140	should	O
140	.	O
141	I	O
141	did	O
141	n't	O
141	realize	O
141	that	O
141	having	O
141	front	O
141	speakers	O
141	off	O
141	to	O
141	the	O
141	sides	O
141	of	O
141	the	O
141	TV	O
141	would	O
141	make	O
141	so	O
141	much	O
141	difference	O
141	.	O
142	The	O
142	sound	B-aspect
142	was	O
142	crisp	O
142	,	O
142	clear	O
142	,	O
142	and	O
142	no	O
142	distortion	O
142	.	O
143	I	O
143	cranked	O
143	the	O
143	audio	O
143	up	O
143	to	O
143	level	O
143	40	O
143	during	O
143	the	O
143	best	O
143	Decepticon	O
143	battle	O
143	.	O
144	The	O
144	speaker	B-aspect
144	bar	I-aspect
144	response	O
144	was	O
144	spot-on	O
144	.	O
145	The	O
145	sounds	B-aspect
145	were	O
145	as	O
145	the	O
145	movie	O
145	directors	O
145	intended	O
145	.	O
146	I	O
146	did	O
146	n't	O
146	get	O
146	any	O
146	wierd	O
146	sounds	B-aspect
146	from	O
146	the	O
146	side	O
146	speakers	O
146	like	O
146	I	O
146	did	O
146	with	O
146	my	O
146	old	O
146	front	O
146	speakers	O
146	.	O
147	I	O
147	was	O
147	able	O
147	to	O
147	enjoy	O
147	the	O
147	Transformers	O
147	even	O
147	more	O
147	than	O
147	my	O
147	initial	O
147	viewing	O
147	.	O
148	For	O
148	a	O
148	second	O
148	test	O
148	I	O
148	tuned	O
148	into	O
148	a	O
148	show	O
148	on	O
148	ScienceHD	O
148	.	O
149	Again	O
149	,	O
149	the	O
149	sounds	B-aspect
149	were	O
149	spot-on	O
149	and	O
149	projected	O
149	from	O
149	where	O
149	they	O
149	should	O
149	,	O
149	the	O
149	front	O
149	of	O
149	the	O
149	TV	O
149	.	O
150	Very	O
150	nice	O
150	since	O
150	this	O
150	was	O
150	a	O
150	normal	O
150	cable	O
150	HD	O
150	program	O
150	.	O
151	I	O
151	'm	O
151	quite	O
151	happy	O
151	with	O
151	my	O
151	new	O
151	speaker	B-aspect
151	bar	I-aspect
151	.	O
152	I	O
152	'm	O
152	kicking	O
152	myself	O
152	for	O
152	not	O
152	embracing	O
152	this	O
152	technology	O
152	earlier	O
152	.	O
153	For	O
153	those	O
153	of	O
153	you	O
153	looking	O
153	for	O
153	excellent	O
153	sound	B-aspect
153	reproduction	I-aspect
153	,	O
153	expecially	O
153	during	O
153	a	O
153	raging	O
153	Decepticon	O
153	battle	O
153	,	O
153	look	O
153	no	O
153	further	O
153	.	O
154	This	O
154	Pinnacle	B-aspect
154	speaker	I-aspect
154	bar	I-aspect
154	is	O
154	well	O
154	worth	O
154	the	O
154	money	O
154	.	O
155	It	O
155	also	O
155	has	O
155	a	O
155	10	O
155	year	O
155	warranty	B-aspect
155	,	O
155	which	O
155	is	O
155	just	O
155	icing	O
155	on	O
155	the	O
155	cake	O
155	.	O
156	I	O
156	recommend	O
156	it	O
156	to	O
156	no	O
156	one	O
156	.	O
157	Save	O
157	you	O
157	're	O
157	money	O
157	and	O
157	keep	O
157	shopping	O
157	.	O
158	Over	O
158	for	O
158	the	O
158	price	B-aspect
158	this	O
158	is	O
158	a	O
158	good	O
158	unit	B-aspect
158	.	O
159	Sound	B-aspect
159	quality	I-aspect
159	is	O
159	great	O
159	,	O
159	bass	B-aspect
159	quality	I-aspect
159	is	O
159	beyond	O
159	good	O
159	.	O
160	Build	O
160	quality	B-aspect
160	is	O
160	great	O
160	.	O
161	The	O
161	remote	B-aspect
161	control	I-aspect
161	and	O
161	reciever	B-aspect
161	not	O
161	so	O
161	good	O
161	.	O
162	The	O
162	buttons	B-aspect
162	are	O
162	confusing	O
162	and	O
162	super	O
162	small	O
162	.	O
163	When	O
163	left	O
163	on	O
163	for	O
163	8	O
163	+	O
163	hours	O
163	you	O
163	get	O
163	a	O
163	unusual	O
163	Humm	O
163	that	O
163	does	O
163	n't	O
163	go	O
163	away	O
163	till	O
163	cooled	O
163	off	O
163	.	O
164	Still	O
164	for	O
164	the	O
164	price	B-aspect
164	you	O
164	ca	O
164	n't	O
164	find	O
164	better	O
164	for	O
164	the	O
164	cost	O
164	.	O
165	I	O
165	'm	O
165	part	O
165	of	O
165	the	O
165	group	O
165	that	O
165	has	O
165	had	O
165	no	O
165	luck	O
165	with	O
165	these	O
165	.	O
166	They	O
166	worked	O
166	in	O
166	the	O
166	beginning	O
166	...	O
166	then	O
166	something	O
166	fried	O
166	inside	O
166	the	O
166	sub	O
166	...	O
166	returned	O
166	them	O
166	,	O
166	got	O
166	new	O
166	ones	O
166	...	O
166	Same	O
166	thing	O
166	happened	O
166	...	O
166	now	O
166	they	O
166	are	O
166	unuseable	O
166	.	O
167	They	O
167	start	O
167	to	O
167	go	O
167	when	O
167	you	O
167	hear	O
167	the	O
167	light	O
167	crackling	O
167	...	O
167	then	O
167	it	O
167	moves	O
167	into	O
167	the	O
167	bass	O
167	distortion	O
167	mode	O
167	...	O
167	now	O
167	they	O
167	just	O
167	hum	O
167	loudly	O
167	with	O
167	intermitent	O
167	loud	O
167	crackling	O
167	.	O
168	I	O
168	'm	O
168	now	O
168	shopping	O
168	for	O
168	new	O
168	speaker	O
168	and	O
168	when	O
168	I	O
168	saw	O
168	that	O
168	they	O
168	were	O
168	still	O
168	available	O
168	I	O
168	just	O
168	wanted	O
168	to	O
168	see	O
168	what	O
168	other	O
168	folks	O
168	were	O
168	saying	O
168	about	O
168	them	O
168	...	O
168	WOW	O
168	,	O
168	I	O
168	'm	O
168	not	O
168	alone	O
168	!	O
169	They	O
169	look	B-aspect
169	cool	O
169	but	O
169	they	O
169	have	O
169	a	O
169	quality	B-aspect
169	issue	I-aspect
169	for	O
169	sure	O
169	...	O
169	hit	O
169	or	O
169	miss	O
169	I	O
169	guess	O
169	,	O
169	a	O
169	gamble	O
169	for	O
169	sure	O
169	!	O
170	This	O
170	audio	B-aspect
170	bar	I-aspect
170	has	O
170	a	O
170	great	O
170	sound	B-aspect
170	,	O
170	even	O
170	when	O
170	i	O
170	turn	O
170	it	O
170	up	O
170	to	O
170	the	O
170	highest	O
170	level	O
170	on	O
170	my	O
170	laptop	O
170	.	O
171	It	O
171	only	O
171	bother	O
171	's	O
171	me	O
171	when	O
171	i	O
171	want	O
171	the	O
171	laptop	O
171	in	O
171	my	O
171	lap	O
171	so	O
171	i	O
171	need	O
171	the	O
171	screen	O
171	down	O
171	a	O
171	little	O
171	but	O
171	this	O
171	device	O
171	pulls	O
171	it	O
171	way	O
171	back	O
171	down	O
171	.	O
172	Other	O
172	than	O
172	that	O
172	the	O
172	sound	B-aspect
172	is	O
172	so	O
172	crisp	O
172	and	O
172	clear	O
172	and	O
172	I	O
172	would	O
172	still	O
172	purchase	O
172	this	O
172	all	O
172	over	O
172	again	O
172	.	O
173	If	O
173	anything	O
173	sometimes	O
173	I	O
173	just	O
173	lay	O
173	it	O
173	behind	O
173	my	O
173	laptop	O
173	when	O
173	it	O
173	's	O
173	on	O
173	the	O
173	table	O
173	or	O
173	you	O
173	could	O
173	just	O
173	have	O
173	it	O
173	laying	O
173	next	O
173	to	O
173	you	O
173	,	O
173	like	O
173	on	O
173	the	O
173	couch	O
173	or	O
173	something	O
173	.	O
174	The	O
174	sound	B-aspect
174	is	O
174	so	O
174	good	O
174	that	O
174	my	O
174	boyfriend	O
174	wants	O
174	one	O
174	now	O
174	!	O
175	I	O
175	purchased	O
175	4	O
175	pairs	O
175	of	O
175	theese	O
175	speakers	O
175	and	O
175	installed	O
175	them	O
175	in	O
175	my	O
175	family	O
175	room	O
175	-LRB-	O
175	I	O
175	only	O
175	used	O
175	7	O
175	-RRB-	O
175	for	O
175	a	O
175	surround	O
175	sound	O
175	system	O
175	.	O
176	they	O
176	were	O
176	easy	O
176	to	O
176	install	B-aspect
176	and	O
176	ended	O
176	up	O
176	using	O
176	300	O
176	feet	O
176	of	O
176	cable	O
176	.	O
177	For	O
177	the	O
177	price	B-aspect
177	of	O
177	theese	O
177	speakers	O
177	the	O
177	sound	B-aspect
177	that	O
177	comes	O
177	out	O
177	is	O
177	unbelievable	O
177	.	O
178	Billy	O
178	Joel	O
178	was	O
178	n't	O
178	kidding	O
178	when	O
178	he	O
178	said	O
178	you	O
178	get	O
178	more	O
178	mileage	O
178	from	O
178	a	O
178	cheep	B-aspect
178	pair	O
178	of	O
178	speakers	B-aspect
178	.	O
179	The	O
179	frist	O
179	thing	O
179	I	O
179	did	O
179	was	O
179	put	O
179	Ice	O
179	Age	O
179	in	O
179	the	O
179	Blueray	O
179	Player	O
179	and	O
179	the	O
179	THX	O
179	sound	O
179	check	O
179	was	O
179	AWESOM	O
179	.	O
180	My	O
180	wife	O
180	who	O
180	really	O
180	could	O
180	care	O
180	less	O
180	about	O
180	thees	O
180	things	O
180	was	O
180	impressed	O
180	I	O
180	do	O
180	n't	O
180	think	O
180	I	O
180	will	O
180	ever	O
180	go	O
180	to	O
180	the	O
180	movie	O
180	theater	O
180	again	O
180	.	O
181	I	O
181	highly	O
181	recomend	O
181	theese	O
181	speakers	B-aspect
181	.	O
182	As	O
182	always	O
182	,	O
182	super	O
182	quick	O
182	shipping	B-aspect
182	by	O
182	Amazon	O
182	,	O
182	items	O
182	arrived	O
182	in	O
182	great	O
182	shape	B-aspect
182	.	O
183	Assembly	O
183	of	O
183	the	O
183	stands	B-aspect
183	is	O
183	very	O
183	straightforward	O
183	,	O
183	and	O
183	well	O
183	detailed	O
183	in	O
183	the	O
183	instructions	B-aspect
183	.	O
184	They	O
184	are	O
184	very	O
184	sturdy	O
184	,	O
184	and	O
184	have	O
184	no	O
184	trouble	O
184	balance	O
184	wise	O
184	,	O
184	or	O
184	handling	O
184	oddly	O
184	shaped	O
184	speakers	B-aspect
184	.	O
185	There	O
185	are	O
185	a	O
185	few	O
185	different	O
185	mounting	O
185	methods	O
185	,	O
185	including	O
185	screws	O
185	,	O
185	and	O
185	double	O
185	back	O
185	tape	O
185	.	O
186	Black	O
186	ones	O
186	are	O
186	very	O
186	unobtrusive	O
186	,	O
186	and	O
186	kind	O
186	of	O
186	discrete	O
186	.	O
187	I	O
187	have	O
187	no	O
187	problem	O
187	at	O
187	all	O
187	recommending	O
187	these	O
187	stands	B-aspect
187	.	O
188	I	O
188	'm	O
188	a	O
188	late	O
188	user	O
188	to	O
188	this	O
188	type	O
188	of	O
188	entertainment	O
188	...	O
188	I	O
188	still	O
188	use	O
188	CD	O
188	's	O
188	but	O
188	was	O
188	recently	O
188	given	O
188	an	O
188	Ipod	O
188	and	O
188	do	O
188	n't	O
188	know	O
188	how	O
188	I	O
188	lived	O
188	without	O
188	it	O
188	for	O
188	so	O
188	long	O
188	!	O
189	My	O
189	wife	O
189	and	O
189	I	O
189	travel	O
189	and	O
189	I	O
189	thought	O
189	I	O
189	might	O
189	be	O
189	able	O
189	to	O
189	find	O
189	a	O
189	portable	O
189	speaker	O
189	system	O
189	so	O
189	that	O
189	we	O
189	could	O
189	enjoy	O
189	our	O
189	music	O
189	when	O
189	away	O
189	from	O
189	home	O
189	.	O
190	This	O
190	is	O
190	my	O
190	second	O
190	purchase	O
190	of	O
190	this	O
190	type	O
190	of	O
190	speaker	O
190	and	O
190	as	O
190	with	O
190	the	O
190	first	O
190	...	O
190	THIS	O
190	IS	O
190	N'T	O
190	WHAT	O
190	YOU	O
190	WANT	O
190	!	O
191	The	O
191	sound	B-aspect
191	is	O
191	clear	O
191	and	O
191	clean	O
191	but	O
191	if	O
191	your	O
191	not	O
191	on	O
191	top	O
191	of	O
191	it	O
191	you	O
191	ca	O
191	n't	O
191	hear	O
191	a	O
191	thing	O
191	.	O
192	I	O
192	'm	O
192	sure	O
192	it	O
192	would	O
192	and	O
192	can	O
192	be	O
192	useful	O
192	in	O
192	a	O
192	different	O
192	setting	B-aspect
192	;	O
192	one	O
192	where	O
192	you	O
192	would	O
192	only	O
192	need	O
192	your	O
192	volume	O
192	to	O
192	be	O
192	at	O
192	a	O
192	whisper	O
192	.	O
193	I	O
193	plan	O
193	on	O
193	keeping	O
193	this	O
193	unit	O
193	for	O
193	those	O
193	times	O
193	when	O
193	using	O
193	my	O
193	ear	O
193	buds	O
193	is	O
193	n't	O
193	the	O
193	best	O
193	of	O
193	ideas	O
193	but	O
193	this	O
193	unit	O
193	would	O
193	n't	O
193	fit	O
193	my	O
193	need	O
193	say	O
193	in	O
193	a	O
193	hotel	O
193	room	O
193	when	O
193	I	O
193	'm	O
193	trying	O
193	to	O
193	set	O
193	the	O
193	mood	O
193	with	O
193	a	O
193	little	O
193	music	O
193	.	O
194	Good	O
194	quality	B-aspect
194	for	O
194	a	O
194	small	O
194	portable	B-aspect
194	speaker	B-aspect
194	.	O
195	Convenience	O
195	because	O
195	it	O
195	works	O
195	through	O
195	the	O
195	USB	B-aspect
195	port	I-aspect
195	.	O
196	I	O
196	wished	O
196	that	O
196	they	O
196	could	O
196	make	O
196	the	O
196	volumn	B-aspect
196	a	O
196	little	O
196	bit	O
196	louder	O
196	.	O
197	After	O
197	seeing	O
197	and	O
197	hearing	O
197	the	O
197	sound	B-aspect
197	of	O
197	the	O
197	I-Tour	O
197	Pop	O
197	speaker	O
197	,	O
197	I	O
197	was	O
197	sold	O
197	.	O
198	So	O
198	much	O
198	so	O
198	that	O
198	I	O
198	've	O
198	already	O
198	ordered	O
198	5	O
198	of	O
198	the	O
198	speakers	O
198	for	O
198	all	O
198	the	O
198	young	O
198	adult	O
198	children	O
198	in	O
198	our	O
198	family	O
198	for	O
198	Christmas	O
198	.	O
199	I	O
199	've	O
199	been	O
199	surprised	O
199	at	O
199	how	O
199	many	O
199	uses	O
199	I	O
199	've	O
199	found	O
199	for	O
199	it	O
199	,	O
199	I	O
199	've	O
199	used	O
199	it	O
199	with	O
199	my	O
199	laptop	O
199	in	O
199	the	O
199	kitchen	O
199	,	O
199	and	O
199	attached	O
199	to	O
199	my	O
199	iphone	O
199	4	O
199	,	O
199	I	O
199	've	O
199	used	O
199	it	O
199	in	O
199	the	O
199	car	O
199	,	O
199	put	O
199	it	O
199	on	O
199	the	O
199	ledge	O
199	in	O
199	the	O
199	kitchen	O
199	above	O
199	the	O
199	sink	O
199	and	O
199	watched	O
199	movies	O
199	while	O
199	doing	O
199	the	O
199	dishes	O
199	,	O
199	and	O
199	carried	O
199	it	O
199	from	O
199	room	O
199	to	O
199	room	O
199	while	O
199	I	O
199	've	O
199	listened	O
199	to	O
199	Pandora	O
199	.	O
200	Its	O
200	tiny	B-aspect
200	and	O
200	has	O
200	really	O
200	decent	O
200	sound	B-aspect
200	for	O
200	something	O
200	so	O
200	small	O
200	.	O
201	The	O
201	rechargeable	O
201	battery	B-aspect
201	is	O
201	a	O
201	great	O
201	feature	B-aspect
201	.	O
202	Very	O
202	good	O
202	value	B-aspect
202	for	O
202	the	O
202	money	O
202	.	O
203	I	O
203	am	O
203	a	O
203	very	O
203	pleased	O
203	customer	O
203	.	O
204	I	O
204	love	O
204	this	O
204	little	O
204	speaker	B-aspect
204	.	O
205	I	O
205	had	O
205	purchased	O
205	a	O
205	black	O
205	one	O
205	some	O
205	time	O
205	ago	O
205	that	O
205	I	O
205	was	O
205	also	O
205	crazy	O
205	about	O
205	so	O
205	I	O
205	bought	O
205	this	O
205	to	O
205	have	O
205	with	O
205	my	O
205	other	O
205	devices	O
205	.	O
206	I	O
206	was	O
206	surprised	O
206	how	O
206	good	O
206	the	O
206	sound	B-aspect
206	was	O
206	and	O
206	I	O
206	especially	O
206	like	O
206	to	O
206	use	O
206	it	O
206	when	O
206	I	O
206	am	O
206	listening	O
206	to	O
206	audio	O
206	books	O
206	.	O
207	Both	O
207	the	O
207	black	O
207	and	O
207	the	O
207	white	O
207	speakers	B-aspect
207	are	O
207	economically	O
207	priced	B-aspect
207	and	O
207	worth	O
207	it	O
207	.	O
208	The	O
208	speakers	B-aspect
208	are	O
208	nice	O
208	,	O
208	no	O
208	question	O
208	about	O
208	it	O
208	;	O
208	the	O
208	sound	B-aspect
208	is	O
208	good	O
208	for	O
208	the	O
208	size	B-aspect
208	;	O
208	the	O
208	range	B-aspect
208	is	O
208	what	O
208	you	O
208	might	O
208	expect	O
208	from	O
208	speakers	B-aspect
208	this	O
208	size	B-aspect
208	-LRB-	O
208	perhaps	O
208	even	O
208	better	O
208	than	O
208	expected	O
208	-RRB-	O
208	.	O
209	However	O
209	,	O
209	I	O
209	am	O
209	still	O
209	a	O
209	little	O
209	disappointed	O
209	when	O
209	you	O
209	come	O
209	down	O
209	to	O
209	the	O
209	overall	O
209	feeling	O
209	I	O
209	get	O
209	from	O
209	the	O
209	purchase	O
209	.	O
210	To	O
210	start	O
210	with	O
210	,	O
210	I	O
210	bought	O
210	these	O
210	for	O
210	my	O
210	wife	O
210	to	O
210	use	O
210	with	O
210	her	O
210	iPod	O
210	.	O
211	There	O
211	are	O
211	no	O
211	incompatibility	O
211	problems	O
211	and	O
211	they	O
211	work	B-aspect
211	fine	O
211	.	O
212	I	O
212	do	O
212	find	O
212	the	O
212	lack	O
212	of	O
212	a	O
212	way	O
212	to	O
212	turn	O
212	them	O
212	off	O
212	,	O
212	short	O
212	of	O
212	unplugging	O
212	them	O
212	a	O
212	bit	O
212	of	O
212	a	O
212	shortcoming	O
212	.	O
213	The	O
213	range	B-aspect
213	of	I-aspect
213	response	I-aspect
213	seems	O
213	a	O
213	little	O
213	limited	O
213	to	O
213	me	O
213	-LRB-	O
213	changing	O
213	the	O
213	EQ	O
213	setting	O
213	on	O
213	the	O
213	iPod	O
213	produces	O
213	a	O
213	definite	O
213	change	O
213	in	O
213	the	O
213	sound	O
213	,	O
213	but	O
213	I	O
213	would	O
213	expect	O
213	a	O
213	little	O
213	more	O
213	richness	O
213	in	O
213	the	O
213	changes	O
213	-RRB-	O
213	.	O
214	The	O
214	size	B-aspect
214	is	O
214	a	O
214	bit	O
214	more	O
214	than	O
214	I	O
214	expected	O
214	from	O
214	Bose	O
214	,	O
214	a	O
214	company	O
214	that	O
214	excels	O
214	at	O
214	putting	O
214	good	O
214	sound	B-aspect
214	in	O
214	small	O
214	packages	O
214	.	O
215	Lastly	O
215	,	O
215	I	O
215	feel	O
215	that	O
215	the	O
215	speakers	B-aspect
215	were	O
215	over	O
215	priced	O
215	for	O
215	what	O
215	I	O
215	got	O
215	-LRB-	O
215	unless	O
215	there	O
215	is	O
215	some	O
215	inherent	O
215	benefit	O
215	in	O
215	the	O
215	Bose	O
215	label	O
215	that	O
215	I	O
215	do	O
215	n't	O
215	know	O
215	of	O
215	-RRB-	O
215	.	O
216	Bottom	O
216	line	O
216	,	O
216	I	O
216	have	O
216	a	O
216	better	O
216	set	O
216	of	O
216	speakers	B-aspect
216	,	O
216	in	O
216	the	O
216	Creative	O
216	Labs	O
216	I-Trigue	O
216	2200	O
216	2.0	O
216	Speakers	O
216	,	O
216	on	O
216	my	O
216	computer	O
216	-LRB-	O
216	at	O
216	least	O
216	to	O
216	my	O
